Date_UTC,Extent,IAGA,GEOLON,GEOLAT,MAGON,MAGLAT,MLT,MCOLAT,IGRF_DECL,SZA,dbn_nez,dbe_nez,dbz_nez,dbn_geo,dbe_geo,dbz_geo
2008-01-01T11:53:00,60,MGD,150.86,59.97,-139.71,54.14,22.01,35.86,-11.12,136.93,-7.9,5.1,0.9,-6.8,6.6,0.9
2008-01-01T11:54:00,60,MGD,150.86,59.97,-139.71,54.14,22.03,35.86,-11.12,137.02,-7.1,4.8,1.5,-6.1,6.0,1.5
2008-01-01T11:55:00,60,MGD,150.86,59.97,-139.71,54.14,22.05,35.86,-11.12,137.10,-7.4,3.5,0.9,-6.6,4.8,0.9
2008-01-01T11:56:00,60,MGD,150.86,59.97,-139.71,54.14,22.07,35.86,-11.12,137.19,-7.2,3.0,1.4,-6.5,4.3,1.4
2008-01-01T11:57:00,60,MGD,150.86,59.97,-139.71,54.14,22.08,35.86,-11.12,137.28,-7.0,1.8,1.0,-6.5,3.1,1.0
2008-01-01T11:58:00,60,MGD,150.86,59.97,-139.71,54.14,22.10,35.86,-11.12,137.36,-7.0,1.1,1.3,-6.6,2.4,1.3
2008-01-01T11:59:00,60,MGD,150.86,59.97,-139.71,54.14,22.12,35.86,-11.12,137.45,-6.8,0.7,1.3,-6.5,2.0,1.3
2008-01-01T12:00:00,60,MGD,150.86,59.97,-139.71,54.14,22.14,35.86,-11.12,137.53,-7.1,0.3,1.3,-6.9,1.7,1.3
2008-01-01T12:01:00,60,MGD,150.86,59.97,-139.71,54.14,22.16,35.86,-11.12,137.62,-6.6,-0.3,1.4,-6.5,1.0,1.4
2008-01-01T12:02:00,60,MGD,150.86,59.97,-139.71,54.14,22.17,35.86,-11.12,137.70,-6.9,-1.1,1.6,-7.0,0.3,1.6
2008-01-01T12:03:00,60,MGD,150.86,59.97,-139.71,54.14,22.19,35.86,-11.12,137.79,-7.1,-1.6,1.1,-7.3,-0.2,1.1
2008-01-01T12:04:00,60,MGD,150.86,59.97,-139.71,54.14,22.21,35.86,-11.12,137.87,-6.7,-1.3,1.8,-6.8,0.0,1.8
2008-01-01T12:05:00,60,MGD,150.86,59.97,-139.71,54.14,22.23,35.86,-11.12,137.95,-7.9,-2.4,0.9,-8.2,-0.8,0.9
2008-01-01T12:06:00,60,MGD,150.86,59.97,-139.71,54.14,22.25,35.86,-11.12,138.04,-7.1,-1.7,1.6,-7.3,-0.3,1.6
2008-01-01T12:07:00,60,MGD,150.86,59.97,-139.71,54.14,22.27,35.86,-11.12,138.12,-7.6,-2.3,1.3,-7.9,-0.8,1.3
2008-01-01T12:08:00,60,MGD,150.86,59.97,-139.71,54.14,22.28,35.86,-11.12,138.20,-7.0,-2.8,1.3,-7.4,-1.4,1.3
2008-01-01T12:09:00,60,MGD,150.86,59.97,-139.71,54.14,22.30,35.86,-11.12,138.28,-7.0,-3.0,1.6,-7.5,-1.5,1.6
2008-01-01T12:10:00,60,MGD,150.86,59.97,-139.71,54.14,22.32,35.86,-11.12,138.36,-7.0,-3.8,1.1,-7.6,-2.4,1.1
2008-01-01T12:11:00,60,MGD,150.86,59.97,-139.71,54.14,22.34,35.86,-11.12,138.44,-6.4,-3.7,1.9,-7.0,-2.4,1.9
2008-01-01T12:12:00,60,MGD,150.86,59.97,-139.71,54.14,22.36,35.86,-11.12,138.52,-7.3,-4.6,1.1,-8.0,-3.1,1.1
2008-01-01T12:13:00,60,MGD,150.86,59.97,-139.71,54.14,22.37,35.86,-11.12,138.60,-6.3,-4.5,1.6,-7.0,-3.2,1.6
2008-01-01T12:14:00,60,MGD,150.86,59.97,-139.71,54.14,22.39,35.86,-11.12,138.67,-6.7,-4.8,1.5,-7.5,-3.4,1.5
2008-01-01T12:15:00,60,MGD,150.86,59.97,-139.71,54.14,22.41,35.86,-11.12,138.75,-6.6,-5.0,1.2,-7.4,-3.7,1.2
2008-01-01T12:16:00,60,MGD,150.86,59.97,-139.71,54.14,22.43,35.86,-11.12,138.83,-6.2,-4.8,1.8,-7.0,-3.5,1.8
2008-01-01T12:17:00,60,MGD,150.86,59.97,-139.71,54.14,22.45,35.86,-11.12,138.91,-6.9,-5.5,1.1,-7.8,-4.1,1.1
2008-01-01T12:18:00,60,MGD,150.86,59.97,-139.71,54.14,22.46,35.86,-11.12,138.98,-6.0,-5.3,1.7,-6.9,-4.0,1.7
2008-01-01T12:19:00,60,MGD,150.86,59.97,-139.71,54.14,22.48,35.86,-11.12,139.06,-6.4,-5.5,1.7,-7.3,-4.1,1.7
2008-01-01T12:20:00,60,MGD,150.86,59.97,-139.71,54.14,22.50,35.86,-11.12,139.13,-6.8,-6.1,0.9,-7.9,-4.7,0.9
2008-01-01T12:21:00,60,MGD,150.86,59.97,-139.71,54.14,22.52,35.86,-11.12,139.20,-5.9,-5.8,1.6,-6.9,-4.5,1.6
2008-01-01T12:22:00,60,MGD,150.86,59.97,-139.71,54.14,22.54,35.86,-11.12,139.28,-6.1,-5.7,1.8,-7.1,-4.4,1.8
2008-01-01T12:23:00,60,MGD,150.86,59.97,-139.71,54.14,22.55,35.86,-11.12,139.35,-6.7,-6.2,1.1,-7.8,-4.7,1.1
2008-01-01T12:24:00,60,MGD,150.86,59.97,-139.71,54.14,22.57,35.86,-11.12,139.42,-6.1,-6.1,1.2,-7.2,-4.8,1.2
2008-01-01T12:25:00,60,MGD,150.86,59.97,-139.71,54.14,22.59,35.86,-11.12,139.49,-5.6,-5.6,2.0,-6.6,-4.5,2.0
2008-01-01T12:26:00,60,MGD,150.86,59.97,-139.71,54.14,22.61,35.86,-11.12,139.57,-6.4,-5.8,1.8,-7.4,-4.5,1.8
2008-01-01T12:27:00,60,MGD,150.86,59.97,-139.71,54.14,22.63,35.86,-11.12,139.64,-6.9,-5.9,1.1,-8.0,-4.5,1.1
2008-01-01T12:28:00,60,MGD,150.86,59.97,-139.71,54.14,22.64,35.86,-11.12,139.71,-6.5,-5.3,1.2,-7.4,-4.0,1.2
2008-01-01T12:29:00,60,MGD,150.86,59.97,-139.71,54.14,22.66,35.86,-11.12,139.77,-5.7,-4.6,1.9,-6.4,-3.4,1.9
2008-01-01T12:30:00,60,MGD,150.86,59.97,-139.71,54.14,22.68,35.86,-11.12,139.84,-5.9,-4.6,1.8,-6.6,-3.4,1.8
2008-01-01T12:31:00,60,MGD,150.86,59.97,-139.71,54.14,22.70,35.86,-11.12,139.91,-6.4,-4.8,1.3,-7.2,-3.5,1.3
2008-01-01T12:32:00,60,MGD,150.86,59.97,-139.71,54.14,22.72,35.86,-11.12,139.98,-6.3,-4.7,0.9,-7.1,-3.4,0.9
2008-01-01T12:33:00,60,MGD,150.86,59.97,-139.71,54.14,22.73,35.86,-11.12,140.04,-5.6,-4.2,1.0,-6.3,-3.0,1.0
2008-01-01T12:34:00,60,MGD,150.86,59.97,-139.71,54.14,22.75,35.86,-11.12,140.11,-4.5,-3.4,1.6,-5.1,-2.4,1.6
2008-01-01T12:35:00,60,MGD,150.86,59.97,-139.71,54.14,22.77,35.86,-11.12,140.18,-4.2,-3.4,1.8,-4.8,-2.5,1.8
2008-01-01T12:36:00,60,MGD,150.86,59.97,-139.71,54.14,22.79,35.86,-11.12,140.24,-4.6,-4.1,1.3,-5.3,-3.1,1.3
2008-01-01T12:37:00,60,MGD,150.86,59.97,-139.71,54.14,22.80,35.86,-11.12,140.30,-4.5,-4.7,0.9,-5.3,-3.7,0.9
2008-01-01T12:38:00,60,MGD,150.86,59.97,-139.71,54.14,22.82,35.86,-11.12,140.37,-3.7,-5.0,1.0,-4.6,-4.2,1.0
2008-01-01T12:39:00,60,MGD,150.86,59.97,-139.71,54.14,22.84,35.86,-11.12,140.43,-2.9,-5.4,1.7,-3.9,-4.8,1.7
2008-01-01T12:40:00,60,MGD,150.86,59.97,-139.71,54.14,22.86,35.86,-11.12,140.49,-3.1,-6.1,1.9,-4.2,-5.4,1.9
2008-01-01T12:41:00,60,MGD,150.86,59.97,-139.71,54.14,22.87,35.86,-11.12,140.55,-3.9,-7.0,1.5,-5.2,-6.1,1.5
2008-01-01T12:42:00,60,MGD,150.86,59.97,-139.71,54.14,22.89,35.86,-11.12,140.61,-4.3,-7.3,1.2,-5.7,-6.3,1.2
2008-01-01T12:43:00,60,MGD,150.86,59.97,-139.71,54.14,22.91,35.86,-11.12,140.67,-4.7,-7.5,0.9,-6.1,-6.4,0.9
2008-01-01T12:44:00,60,MGD,150.86,59.97,-139.71,54.14,22.93,35.86,-11.12,140.73,-4.2,-6.8,1.6,-5.5,-5.8,1.6
2008-01-01T12:45:00,60,MGD,150.86,59.97,-139.71,54.14,22.95,35.86,-11.12,140.79,-4.7,-6.4,1.7,-5.8,-5.4,1.7
2008-01-01T12:46:00,60,MGD,150.86,59.97,-139.71,54.14,22.96,35.86,-11.12,140.85,-5.4,-6.5,1.1,-6.5,-5.3,1.1
2008-01-01T12:47:00,60,MGD,150.86,59.97,-139.71,54.14,22.98,35.86,-11.12,140.91,-5.6,-6.5,0.6,-6.7,-5.3,0.6
2008-01-01T12:48:00,60,MGD,150.86,59.97,-139.71,54.14,23.00,35.86,-11.12,140.97,-4.9,-6.0,1.0,-5.9,-4.9,1.0
2008-01-01T12:49:00,60,MGD,150.86,59.97,-139.71,54.14,23.02,35.86,-11.12,141.02,-4.6,-5.6,1.5,-5.6,-4.7,1.5
2008-01-01T12:50:00,60,MGD,150.86,59.97,-139.71,54.14,23.03,35.86,-11.12,141.08,-4.9,-5.3,1.6,-5.8,-4.3,1.6
2008-01-01T12:51:00,60,MGD,150.86,59.97,-139.71,54.14,23.05,35.86,-11.12,141.13,-5.4,-5.4,1.3,-6.3,-4.3,1.3
2008-01-01T12:52:00,60,MGD,150.86,59.97,-139.71,54.14,23.07,35.86,-11.12,141.18,-5.8,-5.5,0.8,-6.8,-4.3,0.8
2008-01-01T12:53:00,60,MGD,150.86,59.97,-139.71,54.14,23.09,35.86,-11.12,141.24,-6.0,-5.8,0.5,-7.0,-4.6,0.5
2008-01-01T12:54:00,60,MGD,150.86,59.97,-139.71,54.14,23.10,35.86,-11.12,141.29,-6.0,-5.7,0.4,-7.0,-4.4,0.4
2008-01-01T12:55:00,60,MGD,150.86,59.97,-139.71,54.14,23.12,35.86,-11.12,141.34,-5.8,-5.6,0.4,-6.8,-4.4,0.4
2008-01-01T12:56:00,60,MGD,150.86,59.97,-139.71,54.14,23.14,35.86,-11.12,141.39,-5.4,-5.5,0.6,-6.4,-4.3,0.6
2008-01-01T12:57:00,60,MGD,150.86,59.97,-139.71,54.14,23.16,35.86,-11.12,141.44,-5.1,-5.3,1.0,-6.0,-4.2,1.0
2008-01-01T12:58:00,60,MGD,150.86,59.97,-139.71,54.14,23.17,35.86,-11.12,141.49,-4.9,-5.3,1.3,-5.9,-4.2,1.3
2008-01-01T12:59:00,60,MGD,150.86,59.97,-139.71,54.14,23.19,35.86,-11.12,141.54,-4.7,-5.4,1.5,-5.7,-4.4,1.5
2008-01-01T13:00:00,60,MGD,150.86,59.97,-139.71,54.14,23.21,35.86,-11.12,141.59,-5.4,-5.6,1.4,-6.3,-4.4,1.4
2008-01-01T13:01:00,60,MGD,150.86,59.97,-139.71,54.14,23.23,35.86,-11.12,141.64,-6.0,-5.7,1.2,-6.9,-4.4,1.2
2008-01-01T13:02:00,60,MGD,150.86,59.97,-139.71,54.14,23.24,35.86,-11.12,141.68,-5.9,-5.2,1.2,-6.8,-4.0,1.2
2008-01-01T13:03:00,60,MGD,150.86,59.97,-139.71,54.14,23.26,35.86,-11.12,141.73,-6.2,-5.2,1.1,-7.1,-3.9,1.1
2008-01-01T13:04:00,60,MGD,150.86,59.97,-139.71,54.14,23.28,35.86,-11.12,141.78,-6.4,-5.1,1.2,-7.2,-3.8,1.2
2008-01-01T13:05:00,60,MGD,150.86,59.97,-139.71,54.14,23.29,35.86,-11.12,141.82,-6.3,-5.1,1.2,-7.2,-3.8,1.2
2008-01-01T13:06:00,60,MGD,150.86,59.97,-139.71,54.14,23.31,35.86,-11.12,141.86,-6.6,-5.6,1.1,-7.6,-4.2,1.1
2008-01-01T13:07:00,60,MGD,150.86,59.97,-139.71,54.14,23.33,35.86,-11.12,141.91,-7.1,-6.4,0.7,-8.2,-4.9,0.7
2008-01-01T13:08:00,60,MGD,150.86,59.97,-139.71,54.14,23.35,35.86,-11.12,141.95,-7.3,-6.7,0.5,-8.5,-5.2,0.5
2008-01-01T13:09:00,60,MGD,150.86,59.97,-139.71,54.14,23.36,35.86,-11.12,141.99,-7.3,-7.0,0.4,-8.5,-5.4,0.4
2008-01-01T13:10:00,60,MGD,150.86,59.97,-139.71,54.14,23.38,35.86,-11.12,142.03,-7.2,-7.2,0.6,-8.5,-5.7,0.6
2008-01-01T13:11:00,60,MGD,150.86,59.97,-139.71,54.14,23.40,35.86,-11.12,142.07,-7.2,-7.3,0.6,-8.5,-5.8,0.6
2008-01-01T13:12:00,60,MGD,150.86,59.97,-139.71,54.14,23.42,35.86,-11.12,142.11,-7.2,-7.5,0.6,-8.5,-6.0,0.6
2008-01-01T13:13:00,60,MGD,150.86,59.97,-139.71,54.14,23.43,35.86,-11.12,142.15,-7.1,-7.7,0.6,-8.5,-6.1,0.6
2008-01-01T13:14:00,60,MGD,150.86,59.97,-139.71,54.14,23.45,35.86,-11.12,142.19,-7.4,-7.9,0.3,-8.7,-6.3,0.3
2008-01-01T13:15:00,60,MGD,150.86,59.97,-139.71,54.14,23.47,35.86,-11.12,142.22,-6.7,-7.4,0.8,-8.0,-6.0,0.8
2008-01-01T13:16:00,60,MGD,150.86,59.97,-139.71,54.14,23.48,35.86,-11.12,142.26,-6.4,-7.4,0.8,-7.7,-6.1,0.8
2008-01-01T13:17:00,60,MGD,150.86,59.97,-139.71,54.14,23.50,35.86,-11.12,142.30,-6.5,-7.5,0.7,-7.8,-6.1,0.7
2008-01-01T13:18:00,60,MGD,150.86,59.97,-139.71,54.14,23.52,35.86,-11.12,142.33,-6.4,-7.4,0.8,-7.7,-6.0,0.8
2008-01-01T13:19:00,60,MGD,150.86,59.97,-139.71,54.14,23.54,35.86,-11.12,142.36,-6.2,-7.8,0.7,-7.6,-6.5,0.7
2008-01-01T13:20:00,60,MGD,150.86,59.97,-139.71,54.14,23.55,35.86,-11.12,142.40,-6.0,-8.3,0.7,-7.5,-7.0,0.7
2008-01-01T13:21:00,60,MGD,150.86,59.97,-139.71,54.14,23.57,35.86,-11.12,142.43,-6.0,-8.6,0.8,-7.6,-7.3,0.8
2008-01-01T13:22:00,60,MGD,150.86,59.97,-139.71,54.14,23.59,35.86,-11.12,142.46,-6.2,-8.7,0.7,-7.8,-7.3,0.7
2008-01-01T13:23:00,60,MGD,150.86,59.97,-139.71,54.14,23.60,35.86,-11.12,142.49,-6.4,-8.3,0.7,-7.9,-6.9,0.7
2008-01-01T13:24:00,60,MGD,150.86,59.97,-139.71,54.14,23.62,35.86,-11.12,142.52,-6.5,-8.0,1.0,-7.9,-6.5,1.0
2008-01-01T13:25:00,60,MGD,150.86,59.97,-139.71,54.14,23.64,35.86,-11.12,142.55,-6.4,-7.6,1.3,-7.8,-6.2,1.3
2008-01-01T13:26:00,60,MGD,150.86,59.97,-139.71,54.14,23.66,35.86,-11.12,142.58,-6.3,-6.9,1.7,-7.5,-5.6,1.7
2008-01-01T13:27:00,60,MGD,150.86,59.97,-139.71,54.14,23.67,35.86,-11.12,142.61,-5.9,-6.7,1.8,-7.0,-5.5,1.8
2008-01-01T13:28:00,60,MGD,150.86,59.97,-139.71,54.14,23.69,35.86,-11.12,142.63,-5.8,-7.0,1.6,-7.0,-5.8,1.6
2008-01-01T13:29:00,60,MGD,150.86,59.97,-139.71,54.14,23.71,35.86,-11.12,142.66,-6.3,-7.4,1.1,-7.6,-6.0,1.1
2008-01-01T13:30:00,60,MGD,150.86,59.97,-139.71,54.14,23.72,35.86,-11.12,142.68,-6.8,-7.7,0.6,-8.1,-6.3,0.6
2008-01-01T13:31:00,60,MGD,150.86,59.97,-139.71,54.14,23.74,35.86,-11.12,142.71,-6.7,-7.5,0.9,-8.0,-6.1,0.9
2008-01-01T13:32:00,60,MGD,150.86,59.97,-139.71,54.14,23.76,35.86,-11.12,142.73,-6.1,-7.1,1.6,-7.4,-5.8,1.6
2008-01-01T13:33:00,60,MGD,150.86,59.97,-139.71,54.14,23.77,35.86,-11.12,142.75,-6.0,-7.0,1.5,-7.2,-5.7,1.5
2008-01-01T13:34:00,60,MGD,150.86,59.97,-139.71,54.14,23.79,35.86,-11.12,142.78,-6.8,-7.4,0.7,-8.1,-5.9,0.7
2008-01-01T13:35:00,60,MGD,150.86,59.97,-139.71,54.14,23.81,35.86,-11.12,142.80,-7.6,-7.5,0.7,-8.9,-5.9,0.7
2008-01-01T13:36:00,60,MGD,150.86,59.97,-139.71,54.14,23.82,35.86,-11.12,142.82,-7.1,-6.9,1.3,-8.3,-5.4,1.3
2008-01-01T13:37:00,60,MGD,150.86,59.97,-139.71,54.14,23.84,35.86,-11.12,142.84,-6.6,-6.5,1.8,-7.8,-5.1,1.8
2008-01-01T13:38:00,60,MGD,150.86,59.97,-139.71,54.14,23.86,35.86,-11.12,142.85,-6.4,-6.7,1.5,-7.6,-5.3,1.5
2008-01-01T13:39:00,60,MGD,150.86,59.97,-139.71,54.14,23.88,35.86,-11.12,142.87,-6.4,-6.8,1.6,-7.6,-5.4,1.6
2008-01-01T13:40:00,60,MGD,150.86,59.97,-139.71,54.14,23.89,35.86,-11.12,142.89,-6.4,-6.9,1.7,-7.6,-5.6,1.7
2008-01-01T13:41:00,60,MGD,150.86,59.97,-139.71,54.14,23.91,35.86,-11.12,142.91,-6.4,-7.1,1.7,-7.6,-5.7,1.7
2008-01-01T13:42:00,60,MGD,150.86,59.97,-139.71,54.14,23.93,35.86,-11.12,142.92,-6.1,-7.3,1.3,-7.4,-6.0,1.3
2008-01-01T13:43:00,60,MGD,150.86,59.97,-139.71,54.14,23.94,35.86,-11.12,142.94,-6.8,-7.7,0.7,-8.1,-6.3,0.7
2008-01-01T13:44:00,60,MGD,150.86,59.97,-139.71,54.14,23.96,35.86,-11.12,142.95,-6.2,-7.2,1.4,-7.5,-5.9,1.4
2008-01-01T13:45:00,60,MGD,150.86,59.97,-139.71,54.14,23.98,35.86,-11.12,142.96,-5.8,-7.4,1.2,-7.2,-6.2,1.2
2008-01-01T13:46:00,60,MGD,150.86,59.97,-139.71,54.14,23.99,35.86,-11.12,142.97,-5.5,-7.6,1.0,-6.9,-6.4,1.0
2008-01-01T13:47:00,60,MGD,150.86,59.97,-139.71,54.14,0.01,35.86,-11.12,142.98,-5.5,-8.0,0.9,-6.9,-6.8,0.9
2008-01-01T13:48:00,60,MGD,150.86,59.97,-139.71,54.14,0.03,35.86,-11.12,142.99,-4.6,-7.6,1.7,-6.0,-6.6,1.7
2008-01-01T13:49:00,60,MGD,150.86,59.97,-139.71,54.14,0.04,35.86,-11.12,143.00,-4.4,-7.6,1.1,-5.8,-6.6,1.1
2008-01-01T13:50:00,60,MGD,150.86,59.97,-139.71,54.14,0.06,35.86,-11.12,143.01,-4.9,-7.9,0.8,-6.4,-6.8,0.8
2008-01-01T13:51:00,60,MGD,150.86,59.97,-139.71,54.14,0.08,35.86,-11.12,143.02,-3.8,-7.3,1.8,-5.2,-6.4,1.8
2008-01-01T13:52:00,60,MGD,150.86,59.97,-139.71,54.14,0.09,35.86,-11.12,143.03,-3.7,-7.6,1.0,-5.1,-6.7,1.0
2008-01-01T13:53:00,60,MGD,150.86,59.97,-139.71,54.14,0.11,35.86,-11.12,143.03,-4.2,-7.9,0.8,-5.7,-6.9,0.8
2008-01-01T13:54:00,60,MGD,150.86,59.97,-139.71,54.14,0.13,35.86,-11.12,143.04,-3.3,-7.2,1.6,-4.6,-6.4,1.6
2008-01-01T13:55:00,60,MGD,150.86,59.97,-139.71,54.14,0.14,35.86,-11.12,143.04,-3.6,-6.9,1.2,-4.8,-6.1,1.2
2008-01-01T13:56:00,60,MGD,150.86,59.97,-139.71,54.14,0.16,35.86,-11.12,143.05,-4.3,-6.8,0.7,-5.5,-5.8,0.7
2008-01-01T13:57:00,60,MGD,150.86,59.97,-139.71,54.14,0.17,35.86,-11.12,143.05,-3.6,-6.2,1.5,-4.7,-5.4,1.5
2008-01-01T13:58:00,60,MGD,150.86,59.97,-139.71,54.14,0.19,35.86,-11.12,143.05,-3.9,-6.1,1.0,-5.0,-5.2,1.0
2008-01-01T13:59:00,60,MGD,150.86,59.97,-139.71,54.14,0.21,35.86,-11.12,143.05,-4.6,-6.2,0.6,-5.7,-5.2,0.6
2008-01-01T14:00:00,60,MGD,150.86,59.97,-139.71,54.14,0.22,35.86,-11.12,143.05,-3.7,-5.7,1.6,-4.7,-4.8,1.6
2008-01-01T14:01:00,60,MGD,150.86,59.97,-139.71,54.14,0.24,35.86,-11.12,143.05,-3.7,-6.1,1.5,-4.8,-5.2,1.5
2008-01-01T14:02:00,60,MGD,150.86,59.97,-139.71,54.14,0.26,35.86,-11.12,143.05,-4.8,-6.3,1.0,-5.9,-5.2,1.0
2008-01-01T14:03:00,60,MGD,150.86,59.97,-139.71,54.14,0.27,35.86,-11.12,143.05,-4.0,-5.6,1.9,-5.0,-4.8,1.9
2008-01-01T14:04:00,60,MGD,150.86,59.97,-139.71,54.14,0.29,35.86,-11.12,143.05,-4.5,-6.0,1.1,-5.6,-5.1,1.1
2008-01-01T14:05:00,60,MGD,150.86,59.97,-139.71,54.14,0.31,35.86,-11.12,143.04,-4.9,-6.1,1.1,-6.0,-5.1,1.1
2008-01-01T14:06:00,60,MGD,150.86,59.97,-139.71,54.14,0.32,35.86,-11.12,143.04,-3.7,-6.1,1.8,-4.8,-5.3,1.8
2008-01-01T14:07:00,60,MGD,150.86,59.97,-139.71,54.14,0.34,35.86,-11.12,143.03,-3.9,-7.1,0.9,-5.2,-6.2,0.9
2008-01-01T14:08:00,60,MGD,150.86,59.97,-139.71,54.14,0.35,35.86,-11.12,143.03,-3.8,-6.8,1.4,-5.1,-6.0,1.4
2008-01-01T14:09:00,60,MGD,150.86,59.97,-139.71,54.14,0.37,35.86,-11.12,143.02,-2.5,-6.2,1.8,-3.7,-5.6,1.8
2008-01-01T14:10:00,60,MGD,150.86,59.97,-139.71,54.14,0.39,35.86,-11.12,143.01,-2.9,-7.4,0.9,-4.3,-6.7,0.9
2008-01-01T14:11:00,60,MGD,150.86,59.97,-139.71,54.14,0.40,35.86,-11.12,143.00,-4.2,-7.5,1.0,-5.6,-6.6,1.0
2008-01-01T14:12:00,60,MGD,150.86,59.97,-139.71,54.14,0.42,35.86,-11.12,142.99,-3.8,-6.2,1.6,-5.0,-5.4,1.6
2008-01-01T14:13:00,60,MGD,150.86,59.97,-139.71,54.14,0.44,35.86,-11.12,142.98,-4.4,-6.7,0.8,-5.6,-5.7,0.8
2008-01-01T14:14:00,60,MGD,150.86,59.97,-139.71,54.14,0.45,35.86,-11.12,142.97,-5.1,-6.5,1.0,-6.3,-5.4,1.0
2008-01-01T14:15:00,60,MGD,150.86,59.97,-139.71,54.14,0.47,35.86,-11.12,142.96,-4.5,-5.7,1.1,-5.6,-4.7,1.1
2008-01-01T14:16:00,60,MGD,150.86,59.97,-139.71,54.14,0.48,35.86,-11.12,142.94,-4.9,-5.8,0.9,-6.0,-4.7,0.9
2008-01-01T14:17:00,60,MGD,150.86,59.97,-139.71,54.14,0.50,35.86,-11.12,142.93,-4.3,-5.6,0.9,-5.3,-4.7,0.9
2008-01-01T14:18:00,60,MGD,150.86,59.97,-139.71,54.14,0.52,35.86,-11.12,142.92,-4.4,-5.4,1.2,-5.4,-4.4,1.2
2008-01-01T14:19:00,60,MGD,150.86,59.97,-139.71,54.14,0.53,35.86,-11.12,142.90,-4.4,-6.0,0.6,-5.5,-5.0,0.6
2008-01-01T14:20:00,60,MGD,150.86,59.97,-139.71,54.14,0.55,35.86,-11.12,142.88,-4.3,-5.8,1.2,-5.3,-4.9,1.2
2008-01-01T14:21:00,60,MGD,150.86,59.97,-139.71,54.14,0.56,35.86,-11.12,142.87,-4.9,-6.2,0.6,-6.0,-5.1,0.6
2008-01-01T14:22:00,60,MGD,150.86,59.97,-139.71,54.14,0.58,35.86,-11.12,142.85,-4.2,-5.8,1.1,-5.2,-4.9,1.1
2008-01-01T14:23:00,60,MGD,150.86,59.97,-139.71,54.14,0.59,35.86,-11.12,142.83,-4.5,-6.5,0.9,-5.6,-5.5,0.9
2008-01-01T14:24:00,60,MGD,150.86,59.97,-139.71,54.14,0.61,35.86,-11.12,142.81,-4.5,-6.4,1.1,-5.6,-5.4,1.1
2008-01-01T14:25:00,60,MGD,150.86,59.97,-139.71,54.14,0.63,35.86,-11.12,142.79,-4.5,-6.3,1.2,-5.6,-5.3,1.2
2008-01-01T14:26:00,60,MGD,150.86,59.97,-139.71,54.14,0.64,35.86,-11.12,142.77,-4.8,-6.5,0.6,-5.9,-5.4,0.6
2008-01-01T14:27:00,60,MGD,150.86,59.97,-139.71,54.14,0.66,35.86,-11.12,142.75,-4.2,-6.3,1.0,-5.3,-5.4,1.0
2008-01-01T14:28:00,60,MGD,150.86,59.97,-139.71,54.14,0.67,35.86,-11.12,142.72,-4.5,-6.1,1.1,-5.5,-5.1,1.1
2008-01-01T14:29:00,60,MGD,150.86,59.97,-139.71,54.14,0.69,35.86,-11.12,142.70,-4.9,-6.5,0.6,-6.0,-5.4,0.6
2008-01-01T14:30:00,60,MGD,150.86,59.97,-139.71,54.14,0.71,35.86,-11.12,142.68,-4.2,-6.3,1.2,-5.3,-5.3,1.2
2008-01-01T14:31:00,60,MGD,150.86,59.97,-139.71,54.14,0.72,35.86,-11.12,142.65,-4.8,-6.8,0.9,-6.0,-5.7,0.9
2008-01-01T14:32:00,60,MGD,150.86,59.97,-139.71,54.14,0.74,35.86,-11.12,142.62,-4.8,-6.8,1.0,-6.0,-5.8,1.0
2008-01-01T14:33:00,60,MGD,150.86,59.97,-139.71,54.14,0.75,35.86,-11.12,142.60,-4.9,-6.9,1.1,-6.1,-5.8,1.1
2008-01-01T14:34:00,60,MGD,150.86,59.97,-139.71,54.14,0.77,35.86,-11.12,142.57,-5.2,-7.1,0.9,-6.5,-6.0,0.9
2008-01-01T14:35:00,60,MGD,150.86,59.97,-139.71,54.14,0.78,35.86,-11.12,142.54,-5.6,-7.4,0.6,-6.9,-6.1,0.6
2008-01-01T14:36:00,60,MGD,150.86,59.97,-139.71,54.14,0.80,35.86,-11.12,142.51,-5.3,-7.3,1.2,-6.6,-6.1,1.2
2008-01-01T14:37:00,60,MGD,150.86,59.97,-139.71,54.14,0.81,35.86,-11.12,142.48,-5.8,-7.5,0.9,-7.1,-6.2,0.9
2008-01-01T14:38:00,60,MGD,150.86,59.97,-139.71,54.14,0.83,35.86,-11.12,142.45,-6.1,-8.1,0.7,-7.5,-6.7,0.7
2008-01-01T14:39:00,60,MGD,150.86,59.97,-139.71,54.14,0.84,35.86,-11.12,142.42,-5.7,-8.4,1.0,-7.2,-7.1,1.0
2008-01-01T14:40:00,60,MGD,150.86,59.97,-139.71,54.14,0.86,35.86,-11.12,142.39,-5.9,-8.1,1.2,-7.3,-6.8,1.2
2008-01-01T14:41:00,60,MGD,150.86,59.97,-139.71,54.14,0.88,35.86,-11.12,142.35,-6.6,-9.0,0.8,-8.2,-7.6,0.8
2008-01-01T14:42:00,60,MGD,150.86,59.97,-139.71,54.14,0.89,35.86,-11.12,142.32,-6.2,-9.2,0.9,-7.9,-7.9,0.9
2008-01-01T14:43:00,60,MGD,150.86,59.97,-139.71,54.14,0.91,35.86,-11.12,142.28,-5.9,-9.7,1.1,-7.7,-8.4,1.1
